#F f0_EPDL97.dat
#D Mon Sep 30 15:12:40 2002
#UT Elastic Photon-Atom Scattering, nonrelativistic form factors
#UF0TYPE TABLE ; TABLE TABLE_NOR OR PARAMETRIZATION? 
#UIDL xf0
#C  This file has been created using f0_EPDL97.pro on Mon Sep 30 15:12:40 2002
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax/
#UD Elastic Photon-Atom Scattering, nonrelativistic form factors
#UD 
#UD
#UD 
#UD The form factors stored in this file come from the 
#UD Evaluated Photon Data Library (EPDL) from the Lawrence Livermore 
#UD National Laboratory: 
#UD    "EPDL97 The Evaluated Data Library, 97 Version"
#UD     Dermott E Cullen, John H Hubbel, Lynn Kissel
#UD        UCRL-50400, Vol 6, Rev 5 (Sep 19 1997)
#UD 
#UD Availability:
#UD In USA: contact the Radiation Safety Information Computational 
#UD         Center (RSICC):
#UD         http://www-rsicc.ornl.gov/rsic.html
#UD In Europe Korea and Japan: contact the Nuclear Energy Agence:
#UD         http://www.nea.fr
#UD         
#UD The argument for the form factor and scattering function is 
#UD x = sin(theta/2)/lambda, where theta is the photon scattering angle, and 
#UD lambda is its wavelength (cm). 
#UD The EPDL97 data base contains data from 0.0 to 1.0e+17 cm^-1. 
#UD The number of data points ranges from about 100 to 174. 
#UD 
#UD Quoted from the above reference of Cullen et al:
#UD The form factors are those of Hubbell [22,23,24]. Hubbell has 
#UD calculated nonrelativistic, relativistic and modified relativistic 
#UD form factors. Based on Hubbell's recommendation the data included in 
#UD EPDL97 are his nonrelativistic form factors, which are currently the 
#UD most widely used of Hubbell's form factors. 
#UD [22] Hubbell et al, J. Phys. Chem. Ref. Data, 4 471 (1975)
#UD [23] Hubbell et al, J. Phys. Chem. Ref. Data, 7 615 (1977)
#UD      Hubbell & Overbo, J. Phys. Chem. Ref. Data, 8 69 (1979)
#UD [24] Hubbell, Radiat. Phys. Chem. 50 113 (1997)
#UD 
#UD 
#UD Note: The data in this file are from reference [22]: 
#UD   J H Hubbell, W J Veigele, E A Briggs, R T Brown, D T Cromer, R J Howerton
#UD   Atomic form factors, incoherent scattering functions and photon scattering cross sections
#UD   J. Phys. Chem. Ref. Data, 4 471-538 (1975)
#UD 
#UD The atomic form factor and also incoherent scattering factor from  [22] are also 
#UD available in ftp://www-phys.llnl.gov/pub/rayleigh/RTAB/data_NF 
#UD  (RTAB Database: L. Kissel, Radiation physics and chemistry 59 (2000) 185-200)
#UD 
#UD 
#UD  The following two arrays are stored: 
#UD     Column 1: X(1/A) = sin(theta/2)/lambda
#UD     Column 2: f0 = form factor (electron units)
#UD
#UD
#S  1 H 
#N 2
#L X(1/A)  f0
     2.959000      2.161210 
     3.000000      2.110300 
     3.062500      2.028250 
     3.308600      1.720440 
     3.377000      1.652050 
     3.459000      1.584320 
     3.500000      1.556600 
     3.562500      1.522480 
     3.617200      1.498910 
     3.712900      1.467620 
     4.000000      1.398900 
     4.125000      1.362510 
     4.234400      1.326460 
     5.000000      1.083400 
     6.000000     0.9070000 
     6.250000     0.8651220 
     7.000000     0.7498000 
     7.625000     0.6753870 
     7.875000     0.6460200 
     8.000000     0.6308000 
     8.250000     0.5990360 
     8.564500     0.5581140 
     8.827600     0.5242860 
     9.246300     0.4730070 
     9.811600     0.4113050 
     10.00000     0.3929000 
     11.25000     0.2948990 
     12.18800     0.2413130 
     13.15400     0.1980920 
     13.81300     0.1738530 
     14.60400     0.1491270 
     15.00000     0.1382700 
     15.62500     0.1228790 
     16.71900     0.1004020 
     17.53900    0.08666610 
     18.77000    0.06999500 
     20.00000    0.05705100 
     21.87500    0.04248640 
     23.63300    0.03278710 
     25.28100    0.02606160 
     28.37100    0.01748200 
     32.25700    0.01111450 
     37.58000   0.006424690 
     43.79000   0.003685190 
     50.00000   0.002268900 
     80.00000  0.0004052700 
     95.00000  0.0002165700 
     100.0000  0.0001797900 
     120.5000  9.192400E-05 
     141.8200  5.151350E-05 
     171.1700  2.659750E-05 
     201.4900  1.508980E-05 
     226.4400  1.009160E-05 
     274.7900  5.211380E-06 
     341.3600  2.505110E-06 
     402.4500  1.444930E-06 
     477.1400  8.217210E-07 
     573.0000  4.500910E-07 
     725.5000  2.086050E-07 
     931.3700  9.313080E-08 
     1000.000  7.412600E-08 
     1342.800  2.894310E-08 
     1774.400  1.198940E-08 
     2203.900  6.072530E-09 
     3199.800  1.903210E-09 
     4481.600  6.738630E-10 
     7691.500  1.299060E-10 
     16832.00  1.236130E-11 
     46730.00  6.043900E-13 
     1000000.  8.182800E-17 
     5623400.  5.237160E-19 
 7.498900E+07  2.480960E-22 
 1.000000E+09  1.118600E-25 
#S  30 Zn
#N 2
#L X(1/A)  f0
     0.000000      30.00000 
 1.000000E-07      30.00000 
 1.000000E-06      30.00000 
 1.000000E-05      30.00000 
 1.000000E-04      30.00000 
  0.001000000      30.00000 
  0.005000000      29.98400 
  0.008750000      29.96870 
  0.010000000      29.96500 
   0.01375000      29.94980 
   0.01500000      29.94200 
   0.01875000      29.91050 
   0.02000000      29.89800 
   0.02500000      29.84100 
   0.03000000      29.77300 
   0.03500000      29.69280 
   0.04000000      29.60300 
   0.04500000      29.50510 
   0.05000000      29.39700 
   0.05687500      29.22830 
   0.06156200      29.10510 
   0.06500000      29.01090 
   0.06718700      28.94860 
   0.07000000      28.86800 
   0.07500000      28.71780 
   0.08250000      28.48230 
   0.09000000      28.24400 
   0.09750000      27.99630 
    0.1000000      27.91400 
    0.1062500      27.69760 
    0.1156300      27.36230 
    0.1187500      27.24670 
    0.1250000      27.01900 
    0.1375000      26.55400 
    0.1500000      26.09500 
    0.1750000      25.18400 
    0.2000000      24.26600 
    0.2250000      23.36150 
    0.2500000      22.47100 
    0.2750000      21.59140 
    0.3000000      20.72000 
    0.3343800      19.53710 
    0.3500000      19.01120 
    0.3718800      18.28930 
    0.4000000      17.39200 
    0.4250000      16.62390 
    0.4500000      15.88870 
    0.4625000      15.53370 
    0.5000000      14.51900 
    0.5500000      13.28440 
    0.5750000      12.71960 
    0.6000000      12.18900 
    0.6750000      10.79050 
    0.7000000      10.38700 
    0.7750000      9.343670 
    0.8000000      9.046900 
    0.8750000      8.289970 
    0.9000000      8.075400 
    0.9750000      7.526080 
     1.000000      7.368400 
     1.109400      6.790620 
     1.125000      6.719080 
     1.250000      6.219400 
     1.437500      5.611520 
     1.500000      5.427700 
     1.617200      5.092900 
     1.712900      4.822330 
     1.750000      4.717110 
     1.815400      4.530280 
     1.907700      4.264630 
     2.000000      3.997200 
     2.062500      3.816620 
     2.335900      3.131580 
     2.375000      3.054270 
     2.445300      2.929310 
     2.500000      2.844800 
     2.781300      2.512800 
     2.859400      2.422700 
     2.875000      2.403820 
     2.929700      2.335610 
     3.000000      2.241200 
     3.062500      2.151260 
     3.308600      1.815550 
     3.377000      1.741240 
     3.459000      1.667660 
     3.500000      1.637600 
     3.562500      1.600530 
     3.617200      1.574870 
     3.712900      1.540660 
     4.000000      1.463900 
     4.125000      1.422840 
     4.234400      1.382440 
     4.425800      1.307880 
     4.856400      1.156140 
     5.000000      1.116500 
     5.125000      1.087390 
     6.000000     0.9408000 
     6.250000     0.8994000 
     7.000000     0.7837000 
     7.625000     0.7086000 
     7.875000     0.6790930 
     8.000000     0.6639000 
     8.250000     0.6321840 
     8.564500     0.5913540 
     8.827600     0.5574970 
     9.246300     0.5058750 
     9.811600     0.4431070 
     10.00000     0.4242000 
     10.89800     0.3471270 
     11.65000     0.2957780 
     12.48800     0.2490980 
     13.38500     0.2085180 
     14.19300     0.1784190 
     15.00000     0.1532000 
     15.62500     0.1364110 
     16.71900     0.1118350 
     17.53900    0.09676870 
     18.77000    0.07842050 
     20.00000    0.06411300 
     21.87500    0.04793210 
     23.63300    0.03710070 
     26.05300    0.02668400 
     28.27400    0.02013720 
     30.99000    0.01461990 
     34.47500    0.01002480 
     40.02000   0.005868460 
     50.00000   0.002613100 
     80.00000  0.0004700100 
     95.00000  0.0002517420 
     100.0000  0.0002091300 
     120.5000  0.0001071860 
     141.8200  6.019320E-05 
     171.1700  3.115430E-05 
     201.4900  1.771170E-05 
     226.4400  1.186240E-05 
     274.7900  6.140580E-06 
     341.3600  2.959550E-06 
     402.4500  1.710380E-06 
     477.1400  9.746310E-07 
     573.0000  5.349240E-07 
     725.5000  2.485500E-07 
     908.5000  1.204820E-07 
     1000.000  8.861000E-08 
     1342.800  3.469400E-08 
     1774.400  1.440640E-08 
     2633.300  4.199830E-09 
     3757.200  1.400290E-09 
     6611.900  2.492190E-10 
     14899.00  2.165550E-11 
     42646.00  9.660370E-13 
     206510.0  9.758460E-15 
     1000000.  1.007100E-16 
     5623400.  6.474280E-19 
 7.498900E+07  3.093040E-22 
 1.000000E+09  1.407800E-25 
#S  31 Ga
#N 2
#L X(1/A)  f0
     0.000000      31.00000 
 1.000000E-07      31.00000 
 1.000000E-06      31.00000 
 1.000000E-05      31.00000 
 1.000000E-04      31.00000 
  0.001000000      31.00000 
  0.005000000      30.97900 
  0.008750000      30.96120 
  0.010000000      30.95700 
   0.01500000      30.93200 
   0.02000000      30.88100 
   0.02500000      30.81500 
   0.03000000      30.73500 
   0.03500000      30.64080 
   0.04000000      30.53900 
   0.04500000      30.42830 
   0.05000000      30.30600 
   0.05687500      30.11490 
   0.06437500      29.88600 
   0.06500000      29.86590 
   0.07000000      29.70600 
   0.07500000      29.53830 
   0.08250000      29.27780 
   0.09000000      29.01600 
   0.09750000      28.74630 
    0.1000000      28.65700 
    0.1109400      28.24460 
    0.1187500      27.94470 
    0.1203100      27.88490 
    0.1250000      27.70300 
    0.1375000      27.21510 
    0.1500000      26.74000 
    0.1687500      26.04720 
    0.1750000      25.81900 
    0.2000000      24.90700 
    0.2250000      24.02050 
    0.2500000      23.15700 
    0.2750000      22.31010 
    0.3000000      21.47300 
    0.3343800      20.33400 
    0.3718800      19.12390 
    0.3750000      19.02540 
    0.4000000      18.24600 
    0.4250000      17.48840 
    0.4500000      16.75680 
    0.4625000      16.40100 
    0.5000000      15.37400 
    0.5500000      14.10170 
    0.5750000      13.51120 
    0.6000000      12.95100 
    0.6750000      11.45040 
    0.7000000      11.01100 
    0.8000000      9.535100 
    0.8750000      8.688390 
    0.9000000      8.447300 
    0.9750000      7.827780 
     1.000000      7.649900 
     1.062500      7.257150 
     1.125000      6.922980 
     1.156300      6.773400 
     1.250000      6.382100 
     1.437500      5.763850 
     1.500000      5.583700 
     1.625000      5.237320 
     1.718800      4.980410 
     1.750000      4.894130 
     1.815400      4.712960 
     1.881300      4.528370 
     1.960400      4.303880 
     2.000000      4.190700 
     2.062500      4.011930 
     2.335900      3.323600 
     2.375000      3.244310 
     2.445300      3.115410 
     2.500000      3.027600 
     2.781300      2.672430 
     2.859400      2.574320 
     2.875000      2.553960 
     2.929700      2.479690 
     3.000000      2.377400 
     3.062500      2.280190 
     3.308600      1.918740 
     3.377000      1.838830 
     3.459000      1.759620 
     3.500000      1.727200 
     3.562500      1.687080 
     3.617200      1.659160 
     3.712900      1.621560 
     4.000000      1.534800 
     4.125000      1.488200 
     5.000000      1.150000 
     5.125000      1.119400 
     5.343800      1.075790 
     5.835900     0.9984550 
     6.000000     0.9733000 
     6.250000     0.9328530 
     7.000000     0.8182000 
     7.625000     0.7421400 
     7.875000     0.7122820 
     8.000000     0.6969000 
     8.250000     0.6649080 
     8.564500     0.6237810 
     8.827600     0.5896200 
     9.246300     0.5374500 
     9.748800     0.4802160 
     10.00000     0.4542000 
     10.89800     0.3745580 
     11.65000     0.3208510 
     12.48800     0.2715630 
     13.11600     0.2404000 
     14.05800     0.2010770 
     15.00000     0.1688900 
     15.62500     0.1507180 
     16.71900     0.1240030 
     17.53900     0.1075550 
     18.77000    0.08743900 
     20.00000    0.07169000 
     21.87500    0.05379440 
     23.63300    0.04175680 
     26.05300    0.03013450 
     28.27400    0.02279880 
     30.99000    0.01659370 
     34.47500    0.01140860 
     40.02000   0.006700380 
     46.67300   0.003845540 
     50.00000   0.002995800 
     80.00000  0.0005426600 
     100.0000  0.0002421900 
     120.5000  0.0001244390 
     141.8200  7.003230E-05 
     171.1700  3.633490E-05 
     201.4900  2.069950E-05 
     226.4400  1.388390E-05 
     274.7900  7.203980E-06 
     341.3600  3.481050E-06 
     402.4500  2.015580E-06 
     477.1400  1.150740E-06 
     573.0000  6.328420E-07 
     725.5000  2.947720E-07 
     908.5000  1.432070E-07 
     1000.000  1.054200E-07 
     1342.800  4.138620E-08 
     1774.400  1.722570E-08 
     2633.300  5.036990E-09 
     3757.200  1.683550E-09 
     6611.900  3.006840E-10 
     14899.00  2.623130E-11 
     42646.00  1.174840E-12 
     206510.0  1.191600E-14 
     1000000.  1.234300E-16 
     5623400.  7.972990E-19 
 7.498900E+07  3.841570E-22 
 1.000000E+09  1.765400E-25 
#S  32 Ge
#N 2
#L X(1/A)  f0
     0.000000      32.00000 
 1.000000E-07      32.00000 
 1.000000E-06      32.00000 
 1.000000E-05      32.00000 
 1.000000E-04      32.00000 
  0.001000000      32.00000 
  0.005000000      31.98300 
  0.006718700      31.97320 
  0.007890600      31.96790 
  0.009296900      31.96240 
  0.010000000      31.96000 
   0.01500000      31.93000 
   0.01875000      31.89190 
   0.02000000      31.87700 
   0.02500000      31.80900 
   0.03000000      31.72700 
   0.03500000      31.62920 
   0.04000000      31.52200 
   0.04500000      31.40440 
   0.05000000      31.27500 
   0.05687500      31.07480 
   0.06437500      30.83470 
   0.06500000      30.81370 
   0.07000000      30.64500 
   0.07500000      30.46700 
   0.08250000      30.18850 
   0.08500000      30.09580 
   0.09000000      29.90700 
   0.09750000      29.61550 
    0.1000000      29.51900 
    0.1109400      29.07540 
    0.1187500      28.74980 
    0.1203100      28.68530 
    0.1250000      28.49100 
    0.1375000      27.96850 
    0.1500000      27.46000 
    0.1687500      26.71890 
    0.1750000      26.47800 
    0.1937500      25.75910 
    0.2000000      25.52700 
    0.2250000      24.62160 
    0.2375000      24.18700 
    0.2500000      23.76100 
    0.2875000      22.52060 
    0.3000000      22.11800 
    0.3250000      21.31880 
    0.3625000      20.14850 
    0.3750000      19.76530 
    0.4000000      19.01400 
    0.4250000      18.27850 
    0.4625000      17.21260 
    0.4750000      16.86740 
    0.5000000      16.19200 
    0.5437500      15.06200 
    0.5750000      14.30080 
    0.6000000      13.72300 
    0.6500000      12.64540 
    0.7000000      11.68000 
    0.8000000      10.07700 
    0.9000000      8.867300 
    0.9750000      8.169060 
     1.000000      7.968100 
     1.062500      7.524950 
     1.125000      7.150920 
     1.156300      6.984680 
     1.250000      6.555900 
     1.437500      5.908410 
     1.500000      5.727400 
     1.625000      5.386990 
     1.718800      5.138180 
     1.750000      5.055070 
     1.815400      4.880110 
     1.920900      4.592450 
     2.000000      4.373200 
     2.062500      4.198130 
     2.375000      3.432770 
     2.390600      3.402330 
     2.500000      3.210800 
     2.781300      2.834550 
     2.859400      2.729120 
     2.875000      2.707020 
     2.929700      2.627310 
     3.000000      2.517800 
     3.062500      2.414040 
     3.308600      2.029230 
     3.377000      1.944080 
     3.459000      1.859500 
     3.500000      1.824700 
     3.562500      1.781460 
     3.617200      1.751120 
     4.000000      1.611200 
     4.125000      1.557940 
     5.000000      1.184300 
     5.125000      1.151650 
     5.343800      1.106040 
     6.000000      1.003900 
     6.250000     0.9646950 
     7.000000     0.8526000 
     7.625000     0.7762030 
     7.875000     0.7461360 
     8.000000     0.7307000 
     8.250000     0.6987230 
     8.468800     0.6701960 
     8.851600     0.6205280 
     9.138700     0.5844360 
     9.569300     0.5333650 
     10.00000     0.4868000 
     10.62500     0.4275040 
     11.41100     0.3647760 
     12.06900     0.3204850 
     12.80200     0.2783100 
     13.58700     0.2400600 
     14.52900     0.2018170 
     15.00000     0.1853100 
     15.62500     0.1656870 
     16.71900     0.1367750 
     17.53900     0.1189230 
     18.77000    0.09701320 
     20.00000    0.07978600 
     21.87500    0.06010810 
     23.63300    0.04680150 
     26.05300    0.03389200 
     28.27400    0.02570760 
     30.99000    0.01875990 
     34.47500    0.01293170 
     38.35600   0.008864650 
     45.01000   0.004997650 
     50.00000   0.003419800 
     80.00000  0.0006239200 
     100.0000  0.0002793000 
     120.5000  0.0001438610 
     141.8200  8.113420E-05 
     171.1700  4.219650E-05 
     201.4900  2.408820E-05 
     226.4400  1.618020E-05 
     274.7900  8.415310E-06 
     341.3600  4.076840E-06 
     402.4500  2.365040E-06 
     477.1400  1.352840E-06 
     573.0000  7.454640E-07 
     725.5000  3.480840E-07 
     908.5000  1.694890E-07 
     1000.000  1.248800E-07 
     1342.800  4.915740E-08 
     1774.400  2.050830E-08 
     2633.300  6.015100E-09 
     3757.200  2.015450E-09 
     6611.900  3.611980E-10 
     14899.00  3.163840E-11 
     42646.00  1.422650E-12 
     206510.0  1.449120E-14 
     1000000.  1.506600E-16 
     5623400.  9.779560E-19 
 7.498900E+07  4.754290E-22 
 1.000000E+09  2.206900E-25 
#S  33 As
#N 2
#L X(1/A)  f0
     0.000000      33.00000 
 1.000000E-07      33.00000 
 1.000000E-06      33.00000 
 1.000000E-05      33.00000 
 1.000000E-04      33.00000 
  0.001000000      33.00000 
  0.005000000      32.98600 
  0.008750000      32.96740 
  0.010000000      32.96300 
   0.01375000      32.94120 
   0.01500000      32.93100 
   0.01875000      32.89200 
   0.02000000      32.87700 
   0.02500000      32.80900 
   0.03000000      32.72600 
   0.03500000      32.62860 
   0.04000000      32.52100 
   0.04750000      32.33480 
   0.05000000      32.26800 
   0.05500000      32.12260 
   0.06250000      31.88470 
   0.06500000      31.79770 
   0.07000000      31.62500 
   0.07875000      31.30020 
   0.08500000      31.05660 
   0.08625000      31.00600 
   0.09000000      30.85900 
    0.1000000      30.45000 
    0.1109400      29.98100 
    0.1187500      29.63580 
    0.1203100      29.56730 
    0.1250000      29.36100 
    0.1375000      28.80470 
    0.1500000      28.25900 
    0.1687500      27.46110 
    0.1750000      27.20100 
    0.1937500      26.43340 
    0.2000000      26.18700 
    0.2250000      25.23580 
    0.2375000      24.78280 
    0.2500000      24.34600 
    0.2875000      23.09370 
    0.3000000      22.69500 
    0.3250000      21.91410 
    0.3500000      21.15460 
    0.3625000      20.78200 
    0.4000000      19.69100 
    0.4250000      18.98210 
    0.4625000      17.94920 
    0.4750000      17.61280 
    0.5000000      16.95100 
    0.5437500      15.83230 
    0.5750000      15.07100 
    0.5812500      14.92170 
    0.6000000      14.48500 
    0.6500000      13.38050 
    0.7000000      12.37400 
    0.8000000      10.66300 
    0.9000000      9.334600 
     1.000000      8.327700 
     1.062500      7.828930 
     1.125000      7.408720 
     1.156300      7.222600 
     1.250000      6.747000 
     1.375000      6.257280 
     1.437500      6.052260 
     1.500000      5.864900 
     1.671900      5.402560 
     1.750000      5.201610 
     1.789100      5.100800 
     1.894500      4.825810 
     1.973600      4.614810 
     2.000000      4.543800 
     2.375000      3.618400 
     2.500000      3.392400 
     2.750000      3.040150 
     2.835900      2.919340 
     2.875000      2.861550 
     2.894500      2.831840 
     2.964800      2.719750 
     3.000000      2.660800 
     3.062500      2.551300 
     3.308600      2.145970 
     3.377000      2.056000 
     3.459000      1.966280 
     3.500000      1.929200 
     3.562500      1.882820 
     3.617200      1.849970 
     4.000000      1.692600 
     4.125000      1.632770 
     5.000000      1.219500 
     5.179700      1.170900 
     5.330100      1.138600 
     5.712900      1.074990 
     6.000000      1.033000 
     6.250000     0.9950500 
     6.812500     0.9114310 
     7.000000     0.8860000 
     7.625000     0.8090560 
     7.875000     0.7785320 
     8.000000     0.7629000 
     8.250000     0.7306170 
     8.468800     0.7018860 
     8.851600     0.6518870 
     9.138700     0.6155350 
     9.569300     0.5639140 
     10.00000     0.5166000 
     10.62500     0.4559510 
     11.41100     0.3912290 
     12.06900     0.3451500 
     12.80200     0.3009980 
     13.58700     0.2606420 
     14.29300     0.2294940 
     15.00000     0.2024200 
     15.62500     0.1814040 
     16.71900     0.1502880 
     17.53900     0.1309850 
     18.77000     0.1071930 
     20.00000    0.08840400 
     21.84600    0.06713010 
     23.60500    0.05239870 
     26.05300    0.03792520 
     27.55000    0.03147470 
     30.35600    0.02265320 
     32.81200    0.01732580 
     37.10900    0.01126630 
     42.74900   0.006818480 
     50.00000   0.003888000 
     80.00000  0.0007145400 
     100.0000  0.0003208400 
     120.5000  0.0001656670 
     141.8200  9.363090E-05 
     171.1700  4.881320E-05 
     201.4900  2.792240E-05 
     226.4400  1.878270E-05 
     274.7900  9.791660E-06 
     341.3600  4.755690E-06 
     402.4500  2.764020E-06 
     477.1400  1.584040E-06 
     573.0000  8.745080E-07 
     725.5000  4.093750E-07 
     908.5000  1.997640E-07 
     1000.000  1.473200E-07 
     1342.800  5.814390E-08 
     1774.400  2.431380E-08 
     2633.300  7.152790E-09 
     3757.200  2.402530E-09 
     6611.900  4.320530E-10 
     14899.00  3.799730E-11 
     42646.00  1.715620E-12 
     1000000.  1.832400E-16 
     5623400.  1.195560E-18 
 7.498900E+07  5.866210E-22 
 1.000000E+09  2.751100E-25 
#S  34 Se
#N 2
#L X(1/A)  f0
     0.000000      34.00000 
 1.000000E-07      34.00000 
 1.000000E-06      34.00000 
 1.000000E-05      34.00000 
 1.000000E-04      34.00000 
  0.001000000      34.00000 
  0.005000000      33.98800 
  0.006718700      33.97860 
  0.007890600      33.97350 
  0.009296900      33.96830 
  0.010000000      33.96600 
   0.01500000      33.93200 
   0.01875000      33.89380 
   0.02000000      33.87900 
   0.02500000      33.81100 
   0.03000000      33.73000 
   0.03750000      33.58090 
   0.04000000      33.52600 
   0.04750000      33.33900 
   0.05000000      33.27200 
   0.05500000      33.12740 
   0.06250000      32.88790 
   0.06500000      32.80270 
   0.07000000      32.62800 
   0.07875000      32.29890 
   0.08500000      32.05000 
   0.08625000      31.99810 
   0.09000000      31.84700 
    0.1000000      31.42400 
    0.1109400      30.93690 
    0.1187500      30.57720 
    0.1203100      30.50570 
    0.1250000      30.29000 
    0.1375000      29.70550 
    0.1437500      29.41540 
    0.1500000      29.12700 
    0.1687500      28.27110 
    0.1750000      27.99300 
    0.1937500      27.17140 
    0.2000000      26.90800 
    0.2250000      25.89340 
    0.2375000      25.41340 
    0.2500000      24.95300 
    0.2750000      24.07330 
    0.2875000      23.65510 
    0.3000000      23.24900 
    0.3437500      21.89930 
    0.3812500      20.81220 
    0.4000000      20.28900 
    0.4437500      19.10210 
    0.4812500      18.12020 
    0.5000000      17.64200 
    0.5437500      16.54960 
    0.5812500      15.65060 
    0.6000000      15.21600 
    0.6500000      14.10380 
    0.7000000      13.07500 
    0.7750000      11.69520 
    0.8000000      11.28100 
    0.9000000      9.845200 
     1.000000      8.730600 
     1.062500      8.172570 
     1.125000      7.700990 
     1.156300      7.492540 
     1.250000      6.960800 
     1.359400      6.480090 
     1.437500      6.200090 
     1.500000      6.002500 
     1.718800      5.415760 
     1.750000      5.337620 
     1.841800      5.107230 
     1.947300      4.839100 
     2.000000      4.702400 
     2.375000      3.798070 
     2.500000      3.570200 
     2.718800      3.248380 
     2.815400      3.107740 
     2.875000      3.015760 
     2.881300      3.005670 
     2.960400      2.874740 
     3.000000      2.805400 
     3.062500      2.691130 
     3.335900      2.229250 
     3.418000      2.124430 
     3.500000      2.040700 
     3.562500      1.991360 
     3.617200      1.955870 
     4.000000      1.779300 
     4.121100      1.713980 
     4.231000      1.649050 
     4.461700      1.510200 
     4.730800      1.366320 
     4.910300      1.288760 
     5.000000      1.256400 
     5.125000      1.218640 
     5.234400      1.190930 
     5.425800      1.151330 
     6.000000      1.061800 
     6.250000      1.024120 
     6.812500     0.9413410 
     7.000000     0.9161000 
     7.625000     0.8391200 
     8.000000     0.7930000 
     8.359400     0.7465730 
     8.660199     0.7072650 
     8.995100     0.6642750 
     9.354000     0.6199150 
     10.00000     0.5468000 
     10.62500     0.4850480 
     11.41100     0.4184510 
     12.06900     0.3706040 
     12.80200     0.3244260 
     13.58700     0.2819490 
     14.29300     0.2489970 
     15.00000     0.2201900 
     15.62500     0.1977620 
     16.71900     0.1644210 
     17.53900     0.1436420 
     18.77000     0.1179360 
     20.00000    0.09754500 
     20.93800    0.08480490 
     22.75400    0.06541070 
     24.45700    0.05193880 
     26.80200    0.03850610 
     28.95300    0.02976600 
     31.58400    0.02216310 
     34.96000    0.01561620 
     38.72000    0.01092540 
     45.16600   0.006331310 
     50.00000   0.004403500 
     80.00000  0.0008153000 
     100.0000  0.0003672200 
     120.5000  0.0001900920 
     141.8200  0.0001076660 
     171.1700  5.626590E-05 
     201.4900  3.225130E-05 
     226.4400  2.172560E-05 
     274.7900  1.135210E-05 
     341.3600  5.527400E-06 
     402.4500  3.218450E-06 
     477.1400  1.847880E-06 
     573.0000  1.022130E-06 
     725.5000  4.795930E-07 
     908.5000  2.345420E-07 
     1000.000  1.731200E-07 
     1342.800  6.850350E-08 
     1774.400  2.871140E-08 
     2633.300  8.471610E-09 
     3757.200  2.852640E-09 
     6611.900  5.146980E-10 
     14899.00  4.545690E-11 
     42646.00  2.060880E-12 
     1000000.  2.221200E-16 
     5623400.  1.457070E-18 
 7.498900E+07  7.218450E-22 
 1.000000E+09  3.420700E-25 
#S  35 Br
#N 2
#L X(1/A)  f0
     0.000000      35.00000 
 1.000000E-07      35.00000 
 1.000000E-06      35.00000 
 1.000000E-05      35.00000 
 1.000000E-04      35.00000 
  0.001000000      35.00000 
  0.005000000      34.99000 
  0.007500000      34.97650 
  0.010000000      34.96700 
   0.01375000      34.94330 
   0.01500000      34.93300 
   0.01875000      34.89540 
   0.02000000      34.88100 
   0.02500000      34.81500 
   0.03000000      34.73500 
   0.03750000      34.58810 
   0.04000000      34.53400 
   0.04750000      34.34700 
   0.05000000      34.28300 
   0.05875000      34.02160 
   0.06500000      33.81640 
   0.06625000      33.77310 
   0.07000000      33.64200 
   0.07875000      33.31240 
   0.08500000      33.06160 
   0.08625000      33.00900 
   0.09000000      32.85600 
    0.1000000      32.42500 
    0.1109400      31.92650 
    0.1187500      31.55640 
    0.1203100      31.48270 
    0.1250000      31.26000 
    0.1375000      30.65270 
    0.1437500      30.34960 
    0.1500000      30.04700 
    0.1625000      29.44140 
    0.1750000      28.84700 
    0.1937500      27.97130 
    0.2000000      27.69000 
    0.2250000      26.60460 
    0.2375000      26.09180 
    0.2500000      25.60100 
    0.2750000      24.66970 
    0.3000000      23.80800 
    0.3250000      23.00130 
    0.3500000      22.24360 
    0.3625000      21.87830 
    0.4000000      20.82900 
    0.4437500      19.67350 
    0.4750000      18.88080 
    0.4812500      18.72550 
    0.5000000      18.26200 
    0.5437500      17.20480 
    0.5812500      16.32940 
    0.6000000      15.90200 
    0.6500000      14.79970 
    0.7000000      13.76500 
    0.7500000      12.80210 
    0.8000000      11.91800 
    0.9000000      10.39100 
     1.000000      9.175400 
     1.109400      8.154820 
     1.125000      8.030990 
     1.203100      7.482320 
     1.250000      7.202300 
     1.312500      6.878840 
     1.406300      6.475550 
     1.437500      6.358920 
     1.500000      6.146700 
     1.750000      5.465970 
     1.875000      5.159050 
     1.968800      4.927090 
     2.000000      4.849200 
     2.125000      4.534450 
     2.375000      3.970430 
     2.406300      3.909710 
     2.500000      3.742600 
     2.718800      3.411270 
     2.815400      3.264730 
     2.875000      3.168840 
     2.881300      3.158400 
     2.960400      3.022580 
     3.000000      2.950800 
     3.062500      2.832870 
     3.335900      2.355960 
     3.418000      2.246970 
     3.500000      2.159100 
     3.589800      2.086970 
     3.712900      2.013920 
     3.928200      1.909340 
     4.000000      1.871400 
     4.062500      1.834860 
     5.000000      1.296100 
     5.125000      1.255380 
     5.234400      1.225760 
     5.425800      1.183670 
     6.000000      1.090200 
     6.250000      1.051450 
     7.000000     0.9418000 
     7.625000     0.8654810 
     8.000000     0.8202000 
     8.359400     0.7747440 
     8.660199     0.7362190 
