#F f0_EPDL97.dat
#D Mon Sep 30 15:12:40 2002
#UT Elastic Photon-Atom Scattering, nonrelativistic form factors
#UF0TYPE TABLE ; TABLE TABLE_NOR OR PARAMETRIZATION? 
#UIDL xf0
#C  This file has been created using f0_EPDL97.pro on Mon Sep 30 15:12:40 2002
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax/
#UD Elastic Photon-Atom Scattering, nonrelativistic form factors
#UD 
#UD
#UD 
#UD The form factors stored in this file come from the 
#UD Evaluated Photon Data Library (EPDL) from the Lawrence Livermore 
#UD National Laboratory: 
#UD    "EPDL97 The Evaluated Data Library, 97 Version"
#UD     Dermott E Cullen, John H Hubbel, Lynn Kissel
#UD        UCRL-50400, Vol 6, Rev 5 (Sep 19 1997)
#UD 
#UD Availability:
#UD In USA: contact the Radiation Safety Information Computational 
#UD         Center (RSICC):
#UD         http://www-rsicc.ornl.gov/rsic.html
#UD In Europe Korea and Japan: contact the Nuclear Energy Agence:
#UD         http://www.nea.fr
#UD         
#UD The argument for the form factor and scattering function is 
#UD x = sin(theta/2)/lambda, where theta is the photon scattering angle, and 
#UD lambda is its wavelength (cm). 
#UD The EPDL97 data base contains data from 0.0 to 1.0e+17 cm^-1. 
#UD The number of data points ranges from about 100 to 174. 
#UD 
#UD Quoted from the above reference of Cullen et al:
#UD The form factors are those of Hubbell [22,23,24]. Hubbell has 
#UD calculated nonrelativistic, relativistic and modified relativistic 
#UD form factors. Based on Hubbell's recommendation the data included in 
#UD EPDL97 are his nonrelativistic form factors, which are currently the 
#UD most widely used of Hubbell's form factors. 
#UD [22] Hubbell et al, J. Phys. Chem. Ref. Data, 4 471 (1975)
#UD [23] Hubbell et al, J. Phys. Chem. Ref. Data, 7 615 (1977)
#UD      Hubbell & Overbo, J. Phys. Chem. Ref. Data, 8 69 (1979)
#UD [24] Hubbell, Radiat. Phys. Chem. 50 113 (1997)
#UD 
#UD 
#UD Note: The data in this file are from reference [22]: 
#UD   J H Hubbell, W J Veigele, E A Briggs, R T Brown, D T Cromer, R J Howerton
#UD   Atomic form factors, incoherent scattering functions and photon scattering cross sections
#UD   J. Phys. Chem. Ref. Data, 4 471-538 (1975)
#UD 
#UD The atomic form factor and also incoherent scattering factor from  [22] are also 
#UD available in ftp://www-phys.llnl.gov/pub/rayleigh/RTAB/data_NF 
#UD  (RTAB Database: L. Kissel, Radiation physics and chemistry 59 (2000) 185-200)
#UD 
#UD 
#UD  The following two arrays are stored: 
#UD     Column 1: X(1/A) = sin(theta/2)/lambda
#UD     Column 2: f0 = form factor (electron units)
#UD
#UD
#S  1 H 
#N 2
#L X(1/A)  f0
     2.859400      4.353680 
     2.964800      4.180840 
     3.000000      4.120900 
     3.500000      3.333200 
     3.812500      3.016910 
     3.937500      2.893790 
     4.000000      2.828100 
     4.125000      2.687390 
     4.234400      2.554380 
     4.425800      2.333450 
     4.750000      2.019190 
     4.784700      1.989340 
     4.928200      1.872610 
     5.000000      1.818000 
     5.179700      1.707860 
     5.330100      1.630940 
     5.569300      1.529670 
     5.856400      1.431160 
     6.000000      1.388200 
     6.437500      1.276280 
     6.718800      1.218530 
     7.000000      1.171500 
     8.000000      1.053100 
     8.250000      1.023880 
     8.687500     0.9706180 
     9.261700     0.9006390 
     10.00000     0.8164000 
     10.89800     0.7262950 
     11.65000     0.6594540 
     12.48800     0.5922040 
     13.11600     0.5460190 
     13.58700     0.5135310 
     13.75000     0.5026530 
     14.29300     0.4679110 
     15.00000     0.4257000 
     15.89800     0.3767980 
     16.65000     0.3399480 
     17.48800     0.3031640 
     18.38500     0.2684450 
     19.46200     0.2324870 
     20.00000     0.2166400 
     21.39200     0.1811730 
     22.72600     0.1534910 
     24.43000     0.1251520 
     26.02800     0.1041380 
     28.25100    0.08158380 
     30.97000    0.06157470 
     33.34900    0.04882600 
     35.43000    0.04026150 
     39.07300    0.02931720 
     43.85300    0.02003000 
     50.00000    0.01290000 
     57.50000   0.008027630 
     74.37500   0.003324100 
     80.00000   0.002587200 
     100.0000   0.001203900 
     120.5000  0.0006397030 
     141.8200  0.0003703480 
     171.1700  0.0001983180 
     201.4900  0.0001160220 
     226.4400  7.927120E-05 
     274.7900  4.237020E-05 
     320.1200  2.595600E-05 
     405.1000  1.227180E-05 
     479.4600  7.211930E-06 
     609.6000  3.401130E-06 
     804.8000  1.436470E-06 
     1000.000  7.358500E-07 
     1342.800  2.985580E-07 
     1774.400  1.279600E-07 
     2633.300  3.888440E-08 
     3757.200  1.341850E-08 
     6611.900  2.508380E-09 
     14899.00  2.315480E-10 
     42646.00  1.101390E-11 
     1000000.  1.331400E-15 
     5623400.  9.336880E-18 
 7.498900E+07  5.176010E-21 
 1.000000E+09  2.766400E-24 
#S  45 Rh
#N 2
#L X(1/A)  f0
     0.000000      45.00000 
 1.000000E-07      45.00000 
 1.000000E-06      45.00000 
 1.000000E-05      45.00000 
 1.000000E-04      45.00000 
  0.001000000      45.00000 
  0.005000000      44.98700 
  0.010000000      44.95800 
   0.01375000      44.92560 
   0.01500000      44.91200 
   0.01875000      44.86290 
   0.02000000      44.84400 
   0.02500000      44.75700 
   0.03000000      44.65200 
   0.03500000      44.53020 
   0.04000000      44.39300 
   0.04500000      44.24160 
   0.05000000      44.07500 
   0.05687500      43.81810 
   0.06437500      43.51490 
   0.06500000      43.48970 
   0.07000000      43.27500 
   0.07500000      43.04950 
   0.08250000      42.69220 
   0.08500000      42.57210 
   0.09000000      42.32400 
    0.1000000      41.80600 
    0.1125000      41.13230 
    0.1187500      40.78500 
    0.1250000      40.43600 
    0.1437500      39.35770 
    0.1500000      38.99500 
    0.1687500      37.89560 
    0.1750000      37.53000 
    0.2000000      36.06800 
    0.2250000      34.62550 
    0.2500000      33.22400 
    0.2875000      31.22940 
    0.3000000      30.59900 
    0.3500000      28.26450 
    0.4000000      26.24400 
    0.4750000      23.73900 
    0.5000000      23.02900 
    0.5500000      21.76180 
    0.6000000      20.66600 
    0.6750000      19.24600 
    0.7000000      18.81500 
    0.7750000      17.59810 
    0.8000000      17.21200 
    0.8750000      16.08490 
    0.9000000      15.72000 
    0.9750000      14.64760 
     1.000000      14.30000 
     1.062500      13.44940 
     1.144500      12.38930 
     1.187500      11.86150 
     1.214800      11.53580 
     1.250000      11.12900 
     1.375000      9.804960 
     1.500000      8.706900 
     1.625000      7.830110 
     1.718800      7.290910 
     1.750000      7.131080 
     1.859400      6.636190 
     2.000000      6.126200 
     2.125000      5.767900 
     2.312500      5.342950 
     2.375000      5.222920 
     2.500000      5.006100 
     2.750000      4.624390 
     2.875000      4.432930 
     3.000000      4.230600 
     3.500000      3.455200 
     3.812500      3.130390 
     3.937500      3.002850 
     4.000000      2.935200 
     4.125000      2.790740 
     4.234400      2.660170 
     4.750000      2.099630 
     5.000000      1.895300 
     5.125000      1.811930 
     5.343800      1.689800 
     5.507800      1.613190 
     5.753900      1.515660 
     6.000000      1.432400 
     6.343800      1.333420 
     6.578100      1.277010 
     6.859400      1.220930 
     7.000000      1.197500 
     7.250000      1.163500 
     8.000000      1.078400 
     8.250000      1.049210 
     8.687500     0.9955880 
     9.261700     0.9249020 
     10.00000     0.8401000 
     10.89800     0.7500600 
     11.65000     0.6834840 
     12.48800     0.6163730 
     13.11600     0.5700760 
     13.58700     0.5373650 
     13.75000     0.5263790 
     14.29300     0.4911800 
     15.00000     0.4481500 
     15.62500     0.4126420 
     16.17200     0.3836140 
     17.12900     0.3374420 
     17.84700     0.3065660 
     18.92300     0.2658350 
     20.00000     0.2311000 
     21.39200     0.1937720 
     22.72600     0.1645420 
     24.43000     0.1345200 
     26.02800     0.1121870 
     28.25100    0.08813770 
     30.97000    0.06672280 
     33.34900    0.05303130 
     35.43000    0.04380890 
     39.07300    0.03199150 
     43.85300    0.02192110 
     50.00000    0.01416300 
     57.50000   0.008839330 
     74.37500   0.003676660 
     80.00000   0.002865200 
     100.0000   0.001337800 
     120.5000  0.0007127620 
     141.8200  0.0004135720 
     171.1700  0.0002220150 
     201.4900  0.0001301530 
     250.6200  6.415570E-05 
     297.4500  3.701010E-05 
     362.6100  1.969990E-05 
     442.2800  1.052440E-05 
     544.5300  5.487670E-06 
     707.2000  2.436970E-06 
     902.4000  1.150020E-06 
     1000.000  8.392700E-07 
     1342.800  3.413720E-07 
     1774.400  1.466390E-07 
     2633.300  4.469510E-08 
     3757.200  1.546280E-08 
     6611.900  2.901350E-09 
     14899.00  2.691120E-10 
     42646.00  1.287000E-11 
     1000000.  1.577500E-15 
     5623400.  1.115100E-17 
 7.498900E+07  6.262630E-21 
 1.000000E+09  3.393300E-24 
#S  46 Pd
#N 2
#L X(1/A)  f0
     0.000000      46.00000 
 1.000000E-07      46.00000 
 1.000000E-06      46.00000 
 1.000000E-05      46.00000 
 1.000000E-04      46.00000 
  0.001000000      46.00000 
  0.005000000      45.99200 
  0.007500000      45.97850 
  0.009375000      45.97110 
  0.010000000      45.96900 
   0.01500000      45.92900 
   0.02000000      45.87500 
   0.02500000      45.80500 
   0.03000000      45.72000 
   0.03750000      45.56200 
   0.04000000      45.50700 
   0.04750000      45.30670 
   0.05000000      45.23800 
   0.05875000      44.95940 
   0.06500000      44.73480 
   0.06625000      44.68600 
   0.07000000      44.54500 
   0.08000000      44.12730 
   0.08500000      43.90570 
   0.09000000      43.67500 
    0.1000000      43.18500 
    0.1109400      42.61170 
    0.1187500      42.18670 
    0.1203100      42.09960 
    0.1250000      41.83800 
    0.1375000      41.11080 
    0.1437500      40.74070 
    0.1500000      40.36600 
    0.1625000      39.60000 
    0.1687500      39.21530 
    0.1750000      38.82900 
    0.1937500      37.66010 
    0.2000000      37.27400 
    0.2250000      35.73460 
    0.2500000      34.23900 
    0.2875000      32.11430 
    0.3000000      31.44400 
    0.3500000      28.96820 
    0.3750000      27.86050 
    0.4000000      26.83600 
    0.4750000      24.21160 
    0.5000000      23.47200 
    0.5500000      22.16370 
    0.6000000      21.03600 
    0.6750000      19.59860 
    0.7000000      19.16900 
    0.7750000      17.96750 
    0.8000000      17.58900 
    0.8750000      16.48930 
    0.9000000      16.13400 
    0.9750000      15.08730 
     1.000000      14.74700 
     1.062500      13.91080 
     1.144500      12.85920 
     1.187500      12.33070 
     1.214800      12.00290 
     1.250000      11.59100 
     1.359400      10.39200 
     1.500000      9.084300 
     1.671900      7.844670 
     1.750000      7.391950 
     1.789100      7.187400 
     1.929700      6.557620 
     2.000000      6.297400 
     2.125000      5.908470 
     2.289100      5.503600 
     2.375000      5.327300 
     2.500000      5.102900 
     2.750000      4.721400 
     2.875000      4.534310 
     3.000000      4.337300 
     3.500000      3.571600 
     3.812500      3.239700 
     3.937500      3.108690 
     4.000000      3.039400 
     4.125000      2.892200 
     4.234400      2.759530 
     4.750000      2.190210 
     5.000000      1.975100 
     5.125000      1.887510 
     5.343800      1.757770 
     5.630900      1.620210 
     6.000000      1.478800 
     6.343800      1.370810 
     6.578100      1.309660 
     6.859400      1.249490 
     7.000000      1.224800 
     7.250000      1.188770 
     8.000000      1.103800 
     8.250000      1.074210 
     8.687500      1.019720 
     9.261700     0.9476660 
     10.00000     0.8618000 
     11.17200     0.7471130 
     12.06900     0.6719910 
     12.80200     0.6162270 
     13.58700     0.5608850 
     13.75000     0.5498970 
     14.29300     0.5144190 
     15.00000     0.4708000 
     15.62500     0.4345070 
     16.17200     0.4046660 
     17.12900     0.3569300 
     17.84700     0.3248300 
     18.92300     0.2823400 
     20.00000     0.2459700 
     21.39200     0.2067590 
     22.72600     0.1759620 
     24.43000     0.1442340 
     26.02800     0.1205590 
     28.25100    0.09498400 
     30.97000    0.07212670 
     33.34900    0.05746270 
     35.43000    0.04755880 
     39.07300    0.03483020 
     43.85300    0.02394180 
     50.00000    0.01551800 
     57.50000   0.009713840 
     68.75000   0.005304150 
     80.00000   0.003166800 
     100.0000   0.001483800 
     120.5000  0.0007927360 
     141.8200  0.0004610330 
     171.1100  0.0002484030 
     201.3800  0.0001460170 
     241.1900  8.148680E-05 
     288.6100  4.584240E-05 
     354.5900  2.383730E-05 
     435.2700  1.250110E-05 
     567.6200  5.460530E-06 
     722.0400  2.594170E-06 
     907.3500  1.286250E-06 
     1000.000  9.554000E-07 
     1342.800  3.895640E-07 
     1774.400  1.677120E-07 
     2633.300  5.127020E-08 
     3757.200  1.778260E-08 
     6611.900  3.349130E-09 
     14899.00  3.121590E-10 
     42646.00  1.501340E-11 
     1000000.  1.867000E-15 
     5623400.  1.330680E-17 
 7.498900E+07  7.573530E-21 
 1.000000E+09  4.161100E-24 
#S  47 Ag
#N 2
#L X(1/A)  f0
     0.000000      47.00000 
 1.000000E-07      47.00000 
 1.000000E-06      47.00000 
 1.000000E-05      47.00000 
 1.000000E-04      47.00000 
  0.001000000      47.00000 
  0.005000000      46.98700 
  0.010000000      46.95900 
   0.01375000      46.92980 
   0.01500000      46.91700 
   0.02000000      46.85200 
   0.02500000      46.77000 
   0.03000000      46.67100 
   0.03500000      46.55540 
   0.04000000      46.42500 
   0.04500000      46.28140 
   0.05000000      46.12300 
   0.05687500      45.87910 
   0.06437500      45.59000 
   0.06500000      45.56290 
   0.07000000      45.35600 
   0.07875000      44.96970 
   0.08500000      44.67620 
   0.08625000      44.61450 
   0.09000000      44.43500 
    0.1000000      43.92900 
    0.1125000      43.26640 
    0.1187500      42.92270 
    0.1250000      42.57600 
    0.1437500      41.49650 
    0.1500000      41.13100 
    0.1687500      40.01630 
    0.1750000      39.64300 
    0.2000000      38.13700 
    0.2250000      36.63210 
    0.2500000      35.15300 
    0.2750000      33.71760 
    0.2875000      33.01900 
    0.3000000      32.34100 
    0.3437500      30.09920 
    0.3500000      29.79950 
    0.4000000      27.57500 
    0.4750000      24.80250 
    0.5000000      24.01900 
    0.5750000      22.01310 
    0.6000000      21.44000 
    0.6750000      19.94830 
    0.7000000      19.50900 
    0.7750000      18.30100 
    0.8000000      17.92700 
    0.8750000      16.84990 
    0.9000000      16.50400 
    0.9750000      15.48670 
     1.000000      15.15600 
     1.062500      14.34060 
     1.144500      13.30800 
     1.187500      12.78290 
     1.214800      12.45750 
     1.250000      12.04500 
     1.312500      11.33610 
     1.406300      10.35150 
     1.500000      9.479000 
     1.750000      7.674810 
     1.875000      7.015700 
     2.000000      6.485200 
     2.125000      6.060780 
     2.218800      5.796780 
     2.359400      5.468020 
     2.375000      5.435720 
     2.500000      5.201300 
     2.812500      4.727970 
     2.937500      4.540860 
     3.000000      4.443300 
     3.125000      4.235460 
     3.500000      3.685200 
     3.812500      3.346960 
     3.937500      3.213360 
     4.000000      3.143000 
     4.125000      2.994040 
     4.234400      2.859620 
     4.425800      2.628020 
     4.750000      2.277700 
     4.928200      2.116600 
     5.000000      2.058500 
     5.234400      1.894680 
     5.507800      1.740890 
     5.835900      1.592070 
     6.000000      1.527800 
     6.343800      1.410650 
     6.578100      1.344690 
     6.859400      1.280420 
     7.000000      1.254300 
     7.250000      1.217440 
     8.000000      1.130300 
     8.250000      1.099980 
     8.687500      1.043810 
     9.261700     0.9696170 
     10.00000     0.8822000 
     11.25000     0.7611130 
     12.18800     0.6847560 
     12.89100     0.6325710 
     13.61600     0.5821380 
     13.75000     0.5731560 
     14.40700     0.5303990 
     15.00000     0.4936000 
     15.62500     0.4566330 
     16.41100     0.4132300 
     17.06900     0.3797290 
     18.11600     0.3318220 
     19.05800     0.2941550 
     20.00000     0.2612300 
     21.39200     0.2201240 
     22.72600     0.1877440 
     24.43000     0.1542910 
     26.02800     0.1292540 
     28.25100     0.1021240 
     30.88500    0.07843130 
     33.27400    0.06255320 
     36.34100    0.04758310 
     39.75600    0.03580090 
     44.23800    0.02536360 
     50.00000    0.01696800 
     57.50000    0.01065340 
     68.75000   0.005836370 
     80.00000   0.003493300 
     100.0000   0.001642500 
     120.5000  0.0008799470 
     141.8200  0.0005129300 
     171.1100  0.0002770620 
     201.3800  0.0001632090 
     241.1900  9.128650E-05 
     288.6100  5.146100E-05 
     354.5900  2.681960E-05 
     435.2700  1.409520E-05 
     538.8000  7.254800E-06 
     703.5100  3.183930E-06 
     901.1700  1.491210E-06 
     1000.000  1.085700E-06 
     1342.800  4.438020E-07 
     1774.400  1.914980E-07 
     2633.300  5.872150E-08 
     3757.200  2.041740E-08 
     6611.900  3.860290E-09 
     14899.00  3.615950E-10 
     42646.00  1.748870E-11 
     1000000.  2.207400E-15 
     5623400.  1.586620E-17 
 7.498900E+07  9.154310E-21 
 1.000000E+09  5.101900E-24 
#S  48 Cd
#N 2
#L X(1/A)  f0
     0.000000      48.00000 
 1.000000E-07      48.00000 
 1.000000E-06      48.00000 
 1.000000E-05      48.00000 
 1.000000E-04      48.00000 
  0.001000000      48.00000 
  0.005000000      47.98600 
  0.008750000      47.96180 
  0.010000000      47.95600 
   0.01500000      47.91000 
   0.02000000      47.84100 
   0.02500000      47.75300 
   0.03000000      47.64700 
   0.03500000      47.52300 
   0.04000000      47.38300 
   0.04500000      47.22880 
   0.05000000      47.05900 
   0.05687500      46.79620 
   0.06156200      46.60520 
   0.06500000      46.45950 
   0.06718700      46.36330 
   0.07000000      46.23900 
   0.07500000      46.00730 
   0.08250000      45.64040 
   0.08500000      45.51720 
   0.09000000      45.26300 
   0.09750000      44.86500 
    0.1000000      44.73300 
    0.1109400      44.12760 
    0.1187500      43.68660 
    0.1250000      43.32900 
    0.1437500      42.22770 
    0.1500000      41.85900 
    0.1750000      40.37600 
    0.2000000      38.89000 
    0.2250000      37.41420 
    0.2375000      36.68290 
    0.2500000      35.96400 
    0.2750000      34.55050 
    0.2875000      33.85840 
    0.3000000      33.18400 
    0.3250000      31.87090 
    0.3500000      30.62440 
    0.3625000      30.02730 
    0.4000000      28.34300 
    0.4750000      25.44640 
    0.5000000      24.61900 
    0.5750000      22.48860 
    0.6000000      21.88300 
    0.6750000      20.31480 
    0.7000000      19.85700 
    0.7750000      18.62400 
    0.8000000      18.24900 
    0.8750000      17.18310 
    0.9000000      16.84500 
    0.9750000      15.85440 
     1.000000      15.53300 
     1.062500      14.74000 
     1.144500      13.73080 
     1.187500      13.21530 
     1.214800      12.89240 
     1.250000      12.48400 
     1.312500      11.77590 
     1.406300      10.78070 
     1.500000      9.883000 
     1.750000      7.976710 
     1.812500      7.603660 
     1.937500      6.963780 
     2.000000      6.690700 
     2.125000      6.227250 
     2.218800      5.939460 
     2.359400      5.584020 
     2.375000      5.549900 
     2.500000      5.303100 
     2.812500      4.827790 
     2.937500      4.644620 
     3.000000      4.548600 
     3.125000      4.345210 
     3.500000      3.794100 
     3.812500      3.451040 
     3.937500      3.315310 
     4.000000      3.244200 
     4.125000      3.094180 
     4.234400      2.958990 
     4.425800      2.723820 
     4.750000      2.371340 
     5.000000      2.144500 
     5.250000      1.962850 
     5.578100      1.772700 
     6.000000      1.580300 
     6.343800      1.453540 
     6.578100      1.382290 
     6.789100      1.329060 
     7.000000      1.285900 
     7.250000      1.246680 
     8.000000      1.158000 
     8.359400      1.112410 
     8.660199      1.072110 
     9.138700      1.007710 
     10.00000     0.9021000 
     11.71900     0.7426960 
     12.53900     0.6803060 
     13.15400     0.6366720 
     13.75000     0.5962300 
     13.81300     0.5920860 
     14.40700     0.5535300 
     15.00000     0.5165200 
     15.62500     0.4789660 
     16.41100     0.4345280 
     17.06900     0.4000190 
     18.11600     0.3503850 
     19.05800     0.3112230 
     20.00000     0.2768700 
     21.39200     0.2338680 
     22.72600     0.1999000 
     24.43000     0.1647050 
     26.02800     0.1382870 
     28.25100     0.1095730 
     30.88500    0.08440670 
     33.27400    0.06748390 
     36.34100    0.05147710 
     39.75600    0.03883540 
     44.23800    0.02759380 
     50.00000    0.01851800 
     57.50000    0.01166180 
     68.75000   0.006409940 
     80.00000   0.003846400 
     100.0000   0.001815000 
     120.5000  0.0009751100 
     141.8200  0.0005697320 
     171.1100  0.0003085520 
     201.3800  0.0001821180 
     241.1900  0.0001020940 
     288.6100  5.767380E-05 
     354.5900  3.012620E-05 
     435.2700  1.586690E-05 
     538.8000  8.183390E-06 
     703.5100  3.600670E-06 
     901.1700  1.690110E-06 
     1000.000  1.231600E-06 
     1342.800  5.046840E-07 
     1774.400  2.182550E-07 
     2633.300  6.712830E-08 
     3757.200  2.340050E-08 
     6611.900  4.441200E-09 
     14899.00  4.181000E-10 
     42646.00  2.034190E-11 
     1000000.  2.607400E-15 
     5623400.  1.890590E-17 
 7.498900E+07  1.106160E-20 
 1.000000E+09  6.255200E-24 
#S  49 In
#N 2
#L X(1/A)  f0
     0.000000      49.00000 
 1.000000E-07      49.00000 
 1.000000E-06      49.00000 
 1.000000E-05      49.00000 
 1.000000E-04      49.00000 
  0.001000000      49.00000 
  0.005000000      48.98000 
  0.006718700      48.96590 
  0.007890600      48.95830 
  0.009296900      48.95050 
  0.010000000      48.94700 
   0.01250000      48.92380 
   0.01500000      48.89900 
   0.02000000      48.82100 
   0.02500000      48.72200 
   0.03000000      48.60300 
   0.03500000      48.46220 
   0.04000000      48.30800 
   0.04500000      48.13850 
   0.05000000      47.95200 
   0.05687500      47.66280 
   0.06437500      47.32210 
   0.06500000      47.29380 
   0.07000000      47.05400 
   0.07500000      46.80360 
   0.08250000      46.41070 
   0.08500000      46.27940 
   0.09000000      46.01000 
    0.1000000      45.45300 
    0.1109400      44.82580 
    0.1187500      44.36770 
    0.1203100      44.27390 
    0.1250000      44.00000 
    0.1375000      43.25280 
    0.1500000      42.51000 
    0.1687500      41.40120 
    0.1750000      41.03700 
    0.2000000      39.57900 
    0.2250000      38.13640 
    0.2375000      37.42180 
    0.2500000      36.71900 
    0.2750000      35.33170 
    0.3000000      33.98900 
    0.3250000      32.68630 
    0.3500000      31.43710 
    0.3625000      30.83680 
    0.4000000      29.12600 
    0.4500000      27.06390 
    0.5000000      25.26000 
    0.6000000      22.36000 
    0.6750000      20.69980 
    0.7000000      20.22000 
    0.7750000      18.94580 
    0.8000000      18.56500 
    0.8750000      17.49910 
    0.9000000      17.16500 
    0.9750000      16.19540 
     1.000000      15.88200 
     1.085900      14.82790 
     1.125000      14.35910 
     1.144500      14.12830 
     1.214800      13.30730 
     1.250000      12.90500 
     1.312500      12.20350 
     1.406300      11.20660 
     1.500000      10.29200 
     1.718800      8.511120 
     1.750000      8.297940 
     1.906300      7.369560 
     2.000000      6.914400 
     2.125000      6.408650 
     2.218800      6.094180 
     2.359400      5.708600 
     2.375000      5.671830 
     2.464800      5.477660 
     2.500000      5.410200 
     2.875000      4.840670 
     3.000000      4.654100 
     3.125000      4.453740 
     3.500000      3.897900 
     3.812500      3.550590 
     3.937500      3.414120 
     4.000000      3.342900 
     4.125000      3.192750 
     4.234400      3.057690 
     4.425800      2.823930 
     4.750000      2.464450 
     5.000000      2.233000 
     5.250000      2.043440 
     5.625000      1.816200 
     6.000000      1.635200 
     6.343800      1.498730 
     6.578100      1.422250 
     6.789100      1.365370 
     7.000000      1.319600 
     7.250000      1.278520 
     8.000000      1.187000 
     8.359400      1.139560 
     8.660199      1.097480 
     8.851600      1.070400 
     10.00000     0.9218000 
     12.18800     0.7276140 
     12.89100     0.6773050 
     13.61600     0.6281260 
     13.75000     0.6192840 
     14.11000     0.5958160 
     14.70300     0.5580600 
     15.00000     0.5395400 
     15.62500     0.5014730 
     16.41100     0.4560710 
     17.06900     0.4205940 
     17.80200     0.3840070 
     18.58700     0.3483500 
     19.52900     0.3101590 
     20.00000     0.2928700 
     21.39200     0.2479770 
     22.72600     0.2124180 
     24.43000     0.1754690 
     26.02800     0.1476530 
     28.25100     0.1173270 
     30.88500    0.09065410 
     33.27400    0.07265680 
     36.34100    0.05557850 
     39.75600    0.04204340 
     44.23800    0.02996330 
     50.00000    0.02017100 
     57.50000    0.01274200 
     68.75000   0.007027330 
     80.00000   0.004227700 
     100.0000   0.002002000 
     120.5000   0.001078580 
     141.8200  0.0006316500 
     171.1100  0.0003429550 
     201.3800  0.0002028540 
     241.1900  0.0001139650 
     288.6100  6.451480E-05 
     354.5900  3.377690E-05 
     435.2700  1.782850E-05 
     538.8000  9.215150E-06 
     703.5100  4.064790E-06 
     901.1700  1.912290E-06 
     1000.000  1.394800E-06 
     1342.800  5.730010E-07 
     1774.400  2.483570E-07 
     2633.300  7.662460E-08 
     4881.100  1.240540E-08 
     11674.00  9.773020E-10 
     35515.00  3.985640E-11 
     1000000.  3.077300E-15 
     5623400.  2.251210E-17 
 7.498900E+07  1.336290E-20 
 1.000000E+09  7.669700E-24 
#S  50 Sn
#N 2
#L X(1/A)  f0
     0.000000      50.00000 
 1.000000E-07      50.00000 
 1.000000E-06      50.00000 
 1.000000E-05      50.00000 
 1.000000E-04      50.00000 
  0.001000000      50.00000 
  0.005000000      49.98100 
  0.010000000      49.94600 
   0.01375000      49.91070 
   0.01500000      49.89500 
   0.02000000      49.81400 
   0.02500000      49.71100 
   0.03000000      49.58800 
   0.03500000      49.44140 
   0.04000000      49.28000 
   0.04500000      49.10180 
   0.05000000      48.90600 
   0.05687500      48.60310 
   0.06437500      48.24590 
   0.06500000      48.21620 
   0.07000000      47.96400 
   0.07500000      47.70000 
   0.08250000      47.28510 
   0.08500000      47.14650 
   0.09000000      46.86200 
    0.1000000      46.27400 
    0.1109400      45.61180 
    0.1187500      45.12930 
    0.1203100      45.03070 
    0.1250000      44.74300 
    0.1375000      43.96130 
    0.1500000      43.19200 
    0.1687500      42.05550 
    0.1750000      41.68300 
    0.2000000      40.21200 
    0.2250000      38.78010 
    0.2500000      37.38800 
    0.2875000      35.37140 
    0.3000000      34.71900 
    0.3250000      33.43970 
    0.3500000      32.20500 
    0.3625000      31.60760 
    0.4000000      29.89400 
    0.4500000      27.79520 
    0.5000000      25.93200 
    0.6000000      22.88000 
    0.6750000      21.11840 
    0.7000000      20.61100 
    0.7750000      19.27990 
    0.8000000      18.88500 
    0.8750000      17.80290 
    0.9000000      17.46900 
     1.000000      16.20500 
     1.085900      15.17880 
     1.125000      14.72300 
     1.144500      14.49820 
     1.214800      13.69820 
     1.250000      13.30400 
     1.312500      12.61360 
     1.406300      11.62210 
     1.500000      10.69900 
     1.750000      8.630010 
     2.000000      7.156000 
     2.125000      6.605580 
     2.253900      6.147100 
     2.341800      5.889630 
     2.375000      5.802990 
     2.447300      5.632990 
     2.500000      5.524300 
     2.625000      5.308380 
     2.859400      4.969020 
     3.000000      4.760600 
     3.125000      4.559240 
     3.500000      3.996900 
     3.812500      3.646670 
     3.937500      3.510190 
     4.000000      3.439200 
     4.125000      3.289870 
     4.234400      3.155560 
     4.425800      2.922290 
     4.750000      2.560430 
     5.000000      2.323800 
     5.250000      2.126470 
     5.625000      1.886030 
     6.000000      1.692400 
     6.343800      1.546100 
     6.578100      1.464300 
     6.789100      1.403710 
     7.000000      1.355200 
     7.250000      1.312070 
     8.000000      1.217000 
     8.359400      1.167290 
     8.660199      1.123090 
     8.851600      1.094680 
     10.00000     0.9407000 
     12.50000     0.7259850 
     13.35900     0.6676600 
     13.75000     0.6420280 
     13.94500     0.6294410 
     14.64800     0.5846760 
     15.00000     0.5626200 
     15.62500     0.5241370 
     16.41100     0.4778500 
     17.06900     0.4414480 
     17.80200     0.4037300 
     18.58700     0.3668210 
     19.52900     0.3271940 
     20.00000     0.3092100 
     21.39200     0.2624310 
     22.72600     0.2252790 
     24.43000     0.1865670 
     26.02800     0.1573420 
     28.25100     0.1253830 
     30.88500    0.09717340 
     33.27400    0.07807490 
     36.34100    0.05989220 
     39.75600    0.04543280 
     44.23800    0.03247750 
     50.00000    0.02193200 
     57.50000    0.01389770 
     68.75000   0.007691130 
     80.00000   0.004638800 
     100.0000   0.002204700 
     120.5000   0.001191200 
     141.8200  0.0006992640 
     171.1100  0.0003806510 
     201.3800  0.0002256300 
     241.1900  0.0001270400 
     288.6100  7.207070E-05 
