#F CrossSec_Compton_IntegrHubbell.dat
#C  This file has been created using CrossSec_Compton.pro on Mon Feb  3 12:03:51 2003
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax
#D Mon Feb  3 12:03:51 2003
#UIDL xcrosssec
#UT Compton Cross Sections (Integrated from inelastic scattering functions)
#UD Compton Cross Sections (Integrated from inelastic scattering functions)
#UD
#UD
#UD
#UD Data in this file has been calculated by doing: 
#UD    i) using the Klein-Nishina formula of cross section versus theta
#UD        in a grid of 360 pts in [0,pi]rad (using code kn_angle.pro)
#UD        See for example the formula 16 in Davisson & Evans, 
#UD        Rev Mod Phys, 24 (1952) 79-109
#UD    ii) use the inelastic scattering function from Hubbell (in DABAX: isf_Hubbell.dat)
#UD        versus x, where x=sin(theta)/lambda, lambda is the incident photon wavelength.
#UD    iii) Multiply i) times ii) times 2*pi*sin(theta) and integrate numerically
#UD       using int_tabulated.pro
#UD
#UD
#UD 
#UD The Compton cross sections is calculated in the energy range 
#UD 10 eV to 10 MeV in a 500 points logarithmic grid for the elements 
#UD Z = 1 - 90.
#UD
#UD
#UD Column description 
#UD 1: PhotonEnergy[kev]
#UD 2: Compton(incoherent)[barn/atom] 
#UD
#S   1 H 
#N 2
#L PhotonEnergy[keV]  Compton(incoherent)[barn/atom] 
       1439.8480      0.17536633
       1480.2691      0.17279904
       1521.8251      0.17025417
       1564.5476      0.16773181
       1608.4695      0.16523206
       1653.6244      0.16275499
       1700.0470      0.16030072
       1747.7728      0.15786930
       1796.8384      0.15546083
       1847.2814      0.15307538
       1899.1406      0.15071304
       1952.4556      0.14837387
       2007.2673      0.14605794
       2063.6178      0.14376531
       2121.5502      0.14149604
       2181.1089      0.13925019
       2242.3397      0.13702781
       2305.2894      0.13482894
       2370.0063      0.13265362
       2436.5400      0.13050189
       2504.9415      0.12837377
       2575.2633      0.12626929
       2647.5593      0.12418847
       2721.8848      0.12213132
       2798.2969      0.12009784
       2876.8541      0.11808804
       2957.6167      0.11610191
       3040.6465      0.11413943
       3126.0072      0.11220060
       3213.7643      0.11028537
       3303.9851      0.10839373
       3396.7386      0.10652563
       3492.0960      0.10468104
       3590.1304      0.10285989
       3690.9169      0.10106214
       3794.5328     0.099287722
       3901.0576     0.097536566
       4010.5729     0.095808597
       4123.1626     0.094103735
       4238.9131     0.092421892
       4357.9130     0.090762975
       4480.2537     0.089126886
       4606.0288     0.087513519
       4735.3349     0.085922765
       4868.2710     0.084354506
       5004.9391     0.082808624
       5145.4439     0.081284989
       5289.8931     0.079783472
       5438.3974     0.078303936
       5591.0708     0.076846239
       5748.0302     0.075410235
       5909.3959     0.073995773
       6075.2917     0.072602700
       6245.8447     0.071230854
       6421.1857     0.069880075
       6601.4491     0.068550193
       6786.7731     0.067241039
       6977.2996     0.065952439
       7173.1749     0.064684213
       7374.5491     0.063436183
       7581.5765     0.062208163
       7794.4158     0.060999967
       8013.2301     0.059811405
       8238.1873     0.058642286
       8469.4598     0.057492415
       8707.2248     0.056361594
       8951.6647     0.055249627
       9202.9668     0.054156311
       9461.3238     0.053081445
       9726.9336     0.052024824
       10000.000     0.050986244
#S   2 He
#N 2
#L PhotonEnergy[keV]  Compton(incoherent)[barn/atom] 
     0.010000000   9.8803348e-05
     0.010280732   0.00010157694
     0.010569346   0.00010442838
     0.010866061   0.00010735987
     0.011171107   0.00011037364
     0.011484715   0.00011347201
     0.011807128   0.00011665735
     0.012138593   0.00011993211
     0.012479362   0.00012330609
     0.012829698   0.00012695302
     0.013189869   0.00013092494
     0.013560151   0.00013519915
     0.013940828   0.00013975838
     0.014332192   0.00014458939
     0.014734543   0.00014968291
     0.015148189   0.00015503209
     0.015573448   0.00016063307
     0.016010645   0.00016648343
     0.016460115   0.00017258251
     0.016922204   0.00017893132
     0.017397264   0.00018553177
     0.017885662   0.00019238604
     0.018387770   0.00019949830
     0.018903974   0.00020687235
     0.019434669   0.00021451272
     0.019980263   0.00022242451
     0.020541173   0.00023061366
     0.021117830   0.00023908568
     0.021710676   0.00024784638
     0.022320165   0.00025690308
     0.022946764   0.00026626170
     0.023590953   0.00027592938
     0.024253227   0.00028591325
     0.024934094   0.00029622053
     0.025634074   0.00030685996
     0.026353705   0.00031783820
     0.027093539   0.00032916416
     0.027854142   0.00034084591
     0.028636097   0.00035289213
     0.029440005   0.00036531148
     0.030266481   0.00037811385
     0.031116158   0.00039130825
     0.031989689   0.00040490352
     0.032887743   0.00041891230
     0.033811008   0.00043334267
     0.034760192   0.00044820563
     0.035736022   0.00046351219
     0.036739248   0.00047927532
     0.037770637   0.00049550499
     0.038830980   0.00051221364
     0.039921091   0.00052941344
     0.041041805   0.00054711783
     0.042193981   0.00056533940
     0.043378502   0.00058409238
     0.044596276   0.00060339007
     0.045848238   0.00062324729
     0.047135345   0.00064367839
     0.048458586   0.00066469954
     0.049818975   0.00068632710
     0.051217554   0.00070857534
     0.052655396   0.00073146245
     0.054133603   0.00075500413
     0.055653308   0.00077922028
     0.057215676   0.00080412808
     0.058821904   0.00082974582
     0.060473224   0.00085609291
     0.062170903   0.00088319472
     0.063916241   0.00091145237
     0.065710575   0.00094108977
     0.067555283   0.00097206261
     0.069451778    0.0010043375
     0.071401513    0.0010379010
     0.073405984    0.0010727390
     0.075466726    0.0011088540
     0.077585321    0.0011462487
     0.079763391    0.0011849371
     0.082002606    0.0012249331
     0.084304684    0.0012662596
     0.086671388    0.0013089367
     0.089104533    0.0013529940
     0.091605985    0.0013987284
     0.094177660    0.0014464050
     0.096821531    0.0014959954
     0.099539623    0.0015474919
      0.10233402    0.0016008932
      0.10520687    0.0016562079
      0.10816036    0.0017134600
      0.11119677    0.0017726664
      0.11431843    0.0018339572
      0.11752771    0.0018977132
      0.12082709    0.0019639514
      0.12421910    0.0020326697
      0.12770633    0.0021041555
      0.13129146    0.0021785965
      0.13497723    0.0022559681
      0.13876648    0.0023362763
      0.14266210    0.0024198132
      0.14666709    0.0025071169
      0.15078450    0.0025981404
      0.15501751    0.0026928551
      0.15936935    0.0027916713
      0.16384336    0.0028951459
      0.16844298    0.0030033237
      0.17317171    0.0031170279
      0.17803320    0.0032362886
      0.18303117    0.0033613077
      0.18816944    0.0034929384
      0.19345197    0.0036321297
      0.19888279    0.0037788624
      0.20446607    0.0039333851
      0.21020609    0.0040977773
      0.21610725    0.0042719641
      0.22217408    0.0044556356
      0.22841122    0.0046485718
      0.23482346    0.0048506335
      0.24141571    0.0050617610
      0.24819303    0.0052819296
      0.25516061    0.0055127381
      0.26232379    0.0057553903
      0.26968806    0.0060096790
      0.27725908    0.0062754753
      0.28504263    0.0065540721
      0.29304470    0.0068481497
      0.30127141    0.0071591868
      0.30972907    0.0074899041
      0.31842416    0.0078429013
      0.32736335    0.0082209585
      0.33655350    0.0086296246
      0.34600164    0.0090702443
      0.35571502    0.0095412771
      0.36570109     0.010041576
      0.37596750     0.010570725
      0.38652212     0.011132012
      0.39737304     0.011725555
      0.40852858     0.012352766
      0.41999729     0.013019429
      0.43178797     0.013724807
      0.44390965     0.014468069
      0.45637163     0.015248648
      0.46918345     0.016066238
      0.48235494     0.016920796
      0.49589620     0.017812397
      0.50981761     0.018754262
      0.52412983     0.019757777
      0.53884384     0.020820663
      0.55397093     0.021941266
      0.56952268     0.023124674
      0.58551102     0.024384388
      0.60194820     0.025718334
      0.61884682     0.027124543
      0.63621985     0.028609820
      0.65408059     0.030182245
      0.67244274     0.031839630
      0.69132038     0.033583872
      0.71072797     0.035434590
      0.73068040     0.037391910
      0.75119295     0.039453135
      0.77228136     0.041616635
      0.79396178     0.043881218
      0.81625085     0.046249347
      0.83916564     0.048743201
      0.86272373     0.051371940
      0.88694317     0.054146846
      0.91184252     0.057093112
      0.93744088     0.060206089
      0.96375787     0.063481627
      0.99081366     0.066916908
       1.0186290     0.070510416
       1.0472252     0.074261367
       1.0766242     0.078184473
       1.1068485     0.082309939
       1.1379213     0.086641944
       1.1698664     0.091195771
       1.2027083     0.095968322
       1.2364722      0.10095713
       1.2711840      0.10617472
       1.3068702      0.11163791
       1.3435583      0.11734471
       1.3812763      0.12329347
       1.4200532      0.12949534
       1.4599187      0.13598549
       1.5009033      0.14276360
       1.5430385      0.14982812
       1.5863565      0.15720045
       1.6308907      0.16491688
       1.6766750      0.17297349
       1.7237447      0.18137068
       1.7721358      0.19013391
       1.8218853      0.19926922
       1.8730315      0.20878149
       1.9256136      0.21866671
       1.9796718      0.22892616
       2.0352475      0.23956044
       2.0923835      0.25055577
       2.1511234      0.26191413
       2.2115124      0.27363390
       2.2735967      0.28569239
       2.3374239      0.29810061
       2.4030429      0.31084918
       2.4705041      0.32393461
       2.5398591      0.33735692
       2.6111611      0.35111532
       2.6844648      0.36521394
       2.7598264      0.37962742
       2.8373036      0.39437532
       2.9169559      0.40945625
       2.9988442      0.42481501
       3.0830315      0.44047196
       3.1695821      0.45641418
       3.2585625      0.47259380
       3.3500408      0.48897767
       3.4440873      0.50554953
       3.5407739      0.52232389
       3.6401748      0.53922184
       3.7423663      0.55627184
       3.8474266      0.57342215
       3.9554362      0.59065202
       4.0664781      0.60793345
       4.1806372      0.62524218
       4.2980012      0.64255261
       4.4186600      0.65982949
       4.5427060      0.67703038
       4.6702344      0.69418898
       4.8013429      0.71121576
       4.9361321      0.72811824
       5.0747052      0.74488616
       5.2171686      0.76145629
       5.3636313      0.77785288
       5.5142057      0.79402002
       5.6690073      0.80994104
       5.8281546      0.82561266
       5.9917697      0.84098339
       6.1599780      0.85604339
       6.3329084      0.87080632
       6.5106936      0.88523298
       6.6934697      0.89931659
       6.8813770      0.91305200
       7.0745594      0.92642333
       7.2731651      0.93939614
       7.4773463      0.95201292
       7.6872595      0.96423055
       7.9030657      0.97605531
       8.1249302      0.98750911
       8.3530232      0.99856547
       8.5875195       1.0092324
       8.8285988       1.0194974
       9.0764461       1.0293496
       9.3312512       1.0388221
       9.5932095       1.0479050
       9.8625218       1.0566021
       10.139395       1.0649273
       10.424040       1.0728690
       10.716676       1.0804481
       11.017528       1.0876593
       11.326826       1.0945220
       11.644806       1.1010306
       11.971713       1.1071999
       12.307798       1.1130291
       12.653318       1.1185331
       13.008537       1.1237152
       13.373729       1.1285865
       13.749172       1.1331483
       14.135156       1.1374136
       14.531975       1.1413890
       14.939935       1.1450798
       15.359347       1.1484989
       15.790533       1.1516498
       16.233824       1.1545322
       16.689560       1.1571572
       17.158090       1.1595348
       17.639773       1.1616709
       18.134978       1.1635743
       18.644085       1.1652456
       19.167485       1.1666943
       19.705578       1.1679213
       20.258777       1.1689351
       20.827506       1.1697397
       21.412202       1.1703401
       22.013311       1.1707438
       22.631296       1.1709600
       23.266629       1.1709890
       23.919798       1.1708374
       24.591304       1.1705062
       25.281661       1.1700010
       25.991399       1.1693255
       26.721062       1.1684782
       27.471208       1.1674714
       28.242413       1.1663030
       29.035269       1.1649775
       29.850382       1.1634999
       30.688379       1.1618733
       31.549901       1.1600952
       32.435608       1.1581756
       33.346180       1.1561110
       34.282315       1.1539114
       35.244730       1.1515704
       36.234163       1.1490993
       37.251373       1.1464942
       38.297139       1.1437631
       39.372263       1.1409016
       40.477570       1.1379162
       41.613906       1.1348082
       42.782142       1.1315790
       43.983175       1.1282288
       45.217924       1.1247635
       46.487337       1.1211826
       47.792386       1.1174846
       49.134073       1.1136784
       50.513425       1.1097604
       51.931499       1.1057333
       53.389384       1.1015988
       54.888196       1.0973603
       56.429085       1.0930139
       58.013231       1.0885676
       59.641849       1.0840207
       61.316188       1.0793719
       63.037532       1.0746280
       64.807198       1.0697846
       66.626545       1.0648485
       68.496967       1.0598175
       70.419898       1.0546958
       72.396811       1.0494820
       74.429223       1.0441825
       76.518692       1.0387933
       78.666818       1.0333204
       80.875249       1.0277630
       83.145678       1.0221240
       85.479845       1.0164030
       87.879540       1.0106065
       90.346602       1.0047305
       92.882923      0.99878122
       95.490446      0.99275846
       98.171170      0.98666382
       100.92715      0.98050178
       103.76050      0.97427031
       106.67339      0.96797465
       109.66806      0.96161505
       112.74680      0.95519513
       115.91196      0.94871473
       119.16598      0.94217885
       122.51136      0.93558767
       125.95065      0.92894332
       129.48649      0.92224903
       133.12159      0.91550722
       136.85874      0.90871706
       140.70081      0.90188648
       144.65073      0.89501178
       148.71155      0.88809907
       152.88636      0.88114918
       157.17837      0.87416431
       161.59088      0.86714774
       166.12725      0.86010107
       170.79098      0.85302656
       175.58563      0.84592693
       180.51489      0.83880359
       185.58252      0.83165969
       190.79242      0.82449748
       196.14858      0.81731827
       201.65510      0.81012577
       207.31621      0.80292066
       213.13625      0.79570666
       219.11967      0.78848406
       225.27106      0.78125609
       231.59515      0.77402458
       238.09677      0.76679177
       244.78092      0.75955931
       251.65271      0.75232902
       258.71741      0.74510287
       265.98044      0.73788337
       273.44737      0.73067091
       281.12392      0.72346847
       289.01597      0.71627671
       297.12958      0.70909836
       305.47097      0.70193418
       314.04652      0.69478596
       322.86282      0.68765505
       331.92662      0.68054272
       341.24487      0.67345047
       350.82471      0.66637968
       360.67350      0.65933147
       370.79876      0.65230706
       381.20828      0.64530758
       391.91002      0.63833376
       402.91220      0.63138699
       414.22325      0.62446788
       425.85183      0.61757799
       437.80686      0.61071736
       450.09751      0.60388727
       462.73320      0.59708837
       475.72361      0.59032148
       489.07871      0.58358708
       502.80873      0.57688598
       516.92419      0.57021867
       531.43592      0.56358583
       546.35504      0.55698767
       561.69298      0.55042530
       577.46152      0.54389868
       593.67272      0.53740848
       610.33903      0.53095512
       627.47321      0.52453880
       645.08841      0.51816012
       663.19812      0.51181927
       681.81623      0.50551652
       700.95701      0.49925251
       720.63513      0.49302723
       740.86568      0.48684108
       761.66417      0.48069430
       783.04654      0.47458716
       805.02918      0.46851999
       827.62895      0.46249287
       850.86316      0.45650628
       874.74963      0.45056013
       899.30667      0.44465492
       924.55311      0.43879077
       950.50830      0.43296791
       977.19213      0.42718653
